product_id,title,reference_price,current_price,jd_url,image_url,specs,shop_name,comment_count,crawl_time
包装清单	散热器本机 x1",,,2025-04-27 14:36:38
1745735801,酷冷至尊冰神B240,369.0,,,https://2d.zol-img.com.cn/product/221_320x240/293/ceJdjZy1NtL0E.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel LGA 2011-v3/2011/1366/1151/1150/1156/1155/775
电源参数	12V
风扇尺寸	120×120×25mm
轴承类型	Loop Dynamic Bearing(LDB)
转数描述	650-2000±10%RPM
最大风量	66.7±10%CFM
风压	2.34±10%mmaq
噪音	6-30dB
其它参数	风扇寿命：160,000小时
水冷排类型	240mm冷排
水冷头	双腔水冷头设计
水冷排体积	282×119.6×27 mm
水泵	功率：3.96W
包装清单	散热器本机 x1",,,2025-04-27 14:36:41
1745735804,酷冷至尊V8GTS（RR-V8VC-16PR-R1）,599.0,,,https://2a.zol-img.com.cn/product/128_320x240/712/ce4taWMFIcaW2.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
适用范围	Intel LGA 1366/115X/2011/1150/775
发光方式	单色光
输入功率	3.72W
使用寿命	160,000小时
产品尺寸	154x149.8x166.5mm
产品重量	1140g
风扇尺寸	140×140×20mm
轴承类型	Pom Bearing
转数描述	600至1600±10%RPM
最大风量	82CFM
噪音	36dB
热管数量	8个
散热片尺寸	154x140x153.5mm
散热片材质	铝",,,2025-04-27 14:36:44
1745735913,猫头鹰NH-U12A,799.0,,,https://2a.zol-img.com.cn/product/222_320x240/970/ceX5BlJkvy4.jpg,"散热器类型	CPU散热器
散热方式	风冷/热管
电源参数	12V
使用寿命	150000小时
产品尺寸	158×125×112mmmm
产品重量	1220g
风扇数量	2个
风扇尺寸	120×120×25mm
最高转数	2000RPM
噪音	22.6dB
热管数量	7个
热管材质	铜
散热片尺寸	散热片材质:铝+铜mm
散热片材质	铝，铜管",,,2025-04-27 14:38:33
1745735917,先马MW360,260.0,,,https://2e.zol-img.com.cn/product/263_320x240/432/ce2tv9MPLdWkc.jpg,"产品型号	MW360
散热器类型	一体式水冷散热器
散热方式	水冷
适用范围	Intel: LGA 775,115X,1366,1200,1700
发光方式	ARGB
主体材质	铝制
产品尺寸	395*120*27mm
风扇数量	3个
风扇尺寸	120*120*25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	1800RPM
最大风量	79.83CFM
风压	1.99mmaq
噪音	29.5dB
端子接口	2510-4PIN、AUAR、MALE/FEMALE
额定电压	12V DC",,,2025-04-27 14:38:37
1745735992,超频三青鸟3 11版 E90,28.0,,,https://2c.zol-img.com.cn/product/60_320x240/288/ceG6s6rRILUw.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA775/115x
电源参数	12V,0.21A
使用寿命	30,000小时
产品尺寸	112x110x57mm
产品重量	223g
风扇尺寸	90mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2500RPM
转数描述	2000±10%至2500±10%RPM
最大风量	36.8-48CFM
噪音	20-25dB
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年",,,2025-04-27 14:39:52
1745736027,九州风神阿萨辛 4S,509.0,,,https://2e.zol-img.com.cn/product/260_320x240/798/cel0S6n3hFgY.png,"产品型号	阿萨辛4S
散热器类型	CPU散热器
散热方式	风冷
发光方式	无光
产品尺寸	147x116x164mm
产品重量	1380g
风扇数量	1个
风扇尺寸	140x140x25mm
轴承类型	Fluid Dynamic Bearing
最高转数	1800RPM
转数描述	±10%RPM
风压	2.46mmaq
噪音	29.3dB
额定电压	12VDC
额定功率	0.2A",,,2025-04-27 14:40:27
1745736043,华硕ROG RYUJIN II 龙神,2499.0,,,https://2a.zol-img.com.cn/product/222_320x240/290/cenGO40d0mXTM.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA115x/1200/1366/2011/2011-3/2066
发光方式	RGB
风扇数量	3个
最高转数	2000RPM
转数描述	±10RPM
最大风量	71.6CFM
风压	3.94mmaq
噪音	29.7dB
水冷头	集成3.5英寸LCD彩色屏
水泵	转速：800-2800rpm±300 rpm",,,2025-04-27 14:40:43
1745736075,Lexar（雷克沙）M.2 SSD 标准,49.0,,,https://2a.zol-img.com.cn/product/252_320x240/234/cemjtCOQkzak.jpg,"产品型号	M.2 SSD散热马甲
散热器类型	风冷散热器
散热方式	空冷
发光方式	无光
产品重量	45kg
端子接口	INTEL1151（九代）
散热片尺寸	74.5*23.8*10mm",,,2025-04-27 14:41:15
1745736078,华硕ROG RYUJIN II 360龙神 EVA联名,2999.0,,,https://2e.zol-img.com.cn/product/219_320x240/956/cejerWl9Kga2.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA 1150/1151/1152/1155/1156/1200/1366/2011/2011-3/2066
发光方式	RGB
智能温控	支持智能温控
产品尺寸	394×121×27mm
其它特点	1.77寸全色OLED
控制方式	PWM，DC
风扇数量	3个
风扇尺寸	120×120×25mm
最高转数	2000RPM
转数描述	450-2000RPM
最大风量	71.6CFM
风压	3.94mmaq
噪音	29.7dB
水冷排类型	360mm冷排",,,2025-04-27 14:41:18
1745736123,猫头鹰NF-A12x25,299.0,,,https://2c.zol-img.com.cn/product/199_320x240/770/cezes3oEPOPk.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	铝制
电源参数	5V,0.14A
输入功率	1.68W
产品尺寸	120x120x25mm
轴承类型	SSO2
最高转数	2000RPM
风压	2.34mmaq
噪音	22.6dB
包装清单	风扇 x1
保修政策	全国联保，享受三包服务
质保时间	6年
质保备注	6年质保
客服电话	075536605306",,,2025-04-27 14:42:03
1745736141,酷冷至尊暴雪T610P RGB,239.0,,,https://2f.zol-img.com.cn/product/222_320x240/159/ceEdY87PS15ZY.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA 2066/2011-v3/2011/1151/1150/1155/1156/1366/775
发光方式	RGB
电源参数	12V
输入功率	3.6W
使用寿命	160,000小时
其它特点	独特顶盖设计
风扇尺寸	120×120×25（双RGB风扇）mm
转数描述	600-1800±10%RPM
最大风量	53.38±10%CFM
风压	1.65±10%mmaq
噪音	31dB
热管数量	6个
散热片材质	铝
其它参数	电源接口：4pin",,,2025-04-27 14:42:21
1745736144,超频三东海X6,109.0,,,https://2a.zol-img.com.cn/product/221_320x240/258/ced1PhFgJ6rio.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	支持Intel LGA 775/115X/1151
发光方式	单色光
电源参数	12V,0.08-0.15±0.02A
产品尺寸	126x106x148mm
产品重量	705g
轴承类型	Rifle Bearing
最高转数	1800RPM
转数描述	800-1800±10%RPM
最大风量	52.54±10%CFM
噪音	18-30.5dB
热管数量	5个
热管材质	铜
保修政策	全国联保，享受三包服务
质保时间	3年",,,2025-04-27 14:42:24
1745736192,超频三金鱼,19.0,,,https://2c.zol-img.com.cn/product/36_320x240/596/ce2q8Za8BUI6A.jpg,"散热器类型	显卡散热器
散热方式	散热片
产品尺寸	14x12x5.5mm
产品重量	35g
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	1个月包换，3年质保
客服电话	0755-8931-2233
电话备注	周一至周五：9:00-18:00（节假日休息）
详细内容	产品质保期以客户购买之日算起，三年散热保证，一月内实行包换。未注明购买日期者，以出厂日期为准。凭产品购买单据，客户可以在购买产品的经销商处凭质保卡享受质保服务。质保卡为质保服务的唯一凭证，请用户妥善保管。对不能出示地购买单据的返修产品，将一律按章收费。进入官网>>",,,2025-04-27 14:43:12
1745736264,超频三红海至尊版,119.0,,,https://2c.zol-img.com.cn/product/222_320x240/176/ce4gHBmbtFnvo.png,"散热器类型	CPU散热器
散热方式	风冷，散热片
适用范围	INTEL LGA775/1366/115X
电源参数	12V，0.15A
使用寿命	30,000小时
产品尺寸	98x93x124mm
产品重量	660g
风扇尺寸	90×90×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2000RPM
转数描述	900至2000±10%RPM
最大风量	38CFM
噪音	12.1-22.8dB
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年",,,2025-04-27 14:44:24
1745736295,猫头鹰NF-F12,180.0,,,https://2a.zol-img.com.cn/product/89_320x240/420/cexOfCfzeqn9w.jpg,"散热器类型	风扇
散热方式	风冷
使用寿命	150,000小时
风扇尺寸	120×120×25mm
转数描述	300至1500±10%RPM
噪音	18.6-22.4dB
质保时间	6年
详细内容	本产品为用户提供多达6年免费保修期 针对中国区域（不含港、澳、台）所有购买猫头鹰产品用户，需提供购买证明（包含收据以及发票－带有销售日期、商家讯息）、产品编码方可获得保修服务！进入官网>>",,,2025-04-27 14:44:55
1745736324,乔思伯CR-1000,80.0,,,https://2e.zol-img.com.cn/product/222_320x240/70/cezjivv4uPew.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA115X/775
发光方式	RGB
智能温控	支持智能温控
电源参数	12V
产品尺寸	130×75×155mm
产品重量	610g
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	7叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	700-1800±10%RPM
最大风量	26.1-66.81CFM
噪音	20.55-37.2dB
热管数量	4个",,,2025-04-27 14:45:24
1745736415,九州风神GAMER STORM 阿萨辛 Ⅲ,599.0,,,https://2e.zol-img.com.cn/product/203_320x240/156/cezqmhaCYOEk.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
适用范围	Intel LGA 2011/1366/115X/775
智能温控	支持智能温控
产品尺寸	161X140x165mm
产品重量	1464g
风扇尺寸	140×140×25mm
轴承类型	流体动态轴承（FDB）
最高转数	1000RPM
转数描述	450-1000RPMRPM
最大风量	90.37CFM
风压	1.79mmaq
噪音	≤34.2dB
热管数量	7个
散热片尺寸	135×138×165mm
包装清单	散热器本机 x1",,,2025-04-27 14:46:55
1745736418,航嘉暴风雪X720 飓风,219.0,,,https://2f.zol-img.com.cn/product/269_320x240/463/ceFftGvMDUQ6I.jpg,"产品型号	暴风雪X720飓风
散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel/AMD全平台
发光方式	无光
智能温控	支持智能温控
电源参数	12V?DC
输入功率	230W
产品尺寸	产品尺寸：120×120×152mm
风扇数量	2个
风扇尺寸	120*120*25mm
扇叶数量	9叶
轴承类型	Hydro?Bearing
最高转数	2200RPM
转数描述	500-2200±10%RPM
噪音	33dB",,,2025-04-27 14:46:58
1745736466,航嘉MVP海神X360一体式水冷,599.0,,,https://2a.zol-img.com.cn/product/220_320x240/634/ceoLN3HGI6tuU.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	Intel：LGA 2011/1366/1200/1150/1151/1155/1156/775 
发光方式	ARGB
电源参数	DC 12V
产品尺寸	394×120×27mm
其它特点	360一体式水冷散热器，支持全平台CPU
风扇数量	3个
风扇尺寸	120×120×25mm
扇叶数量	9叶
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2000RPM
转数描述	±200RPM
最大风量	71CFM
风压	1.7mmaq
噪音	32dB",,,2025-04-27 14:47:46
1745736484,猫头鹰NH-U12S,480.0,,,https://2e.zol-img.com.cn/product/121_320x240/626/cewLSUiU6ots.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
适用范围	Intel LGA 2011/1150/115x
智能温控	支持智能温控
输入功率	0.6W
使用寿命	150,000小时
产品尺寸	158x125x71mm
产品重量	755g
最高转数	1500RPM
噪音	22.4dB
热管数量	5个
热管材质	铜
质保时间	6年
详细内容	本产品为用户提供多达6年免费保修期 针对中国区域（不含港、澳、台）所有购买猫头鹰产品用户，需提供购买证明（包含收据以及发票－带有销售日期、商家讯息）、产品编码方可获得保修服务！进入官网>>",,,2025-04-27 14:48:04
1745736560,tianjifeng（天极风）G41 G6 双塔6热管（特价）,139.0,,,https://2c.zol-img.com.cn/product/250_320x240/546/cebxKJyCdxQPg.jpg,"产品型号	G41
散热器类型	Intel 平台散热器
散热方式	风冷
产品重量	500g
风扇尺寸	120X120X25MM*2mm
最高转数	800RPM
噪音	37dB
端子接口	INTEL LGA1200，INTEL LGA1700
散热片尺寸	135X125X148MMmm",,,2025-04-27 14:49:20
1745736579,雅浚E3 BLACK,89.0,,,https://2a.zol-img.com.cn/product/230_320x240/960/ceDsL5S7l0Exs.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
适用范围	Intel：LGA 1200/1700
发光方式	RGB
主体材质	铝制
产品尺寸	120×65×145mm
产品重量	397g
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
最高转数	1550RPM
转数描述	10%±1550RPM
最大风量	61CFM
风压	1.35mmaq
噪音	28dB
额定电压	12V",,,2025-04-27 14:49:39
1745736601,海盗船H150i PRO RGB XT,1120.0,,,https://2e.zol-img.com.cn/product/203_320x240/800/ceyNW4sHTjTNo.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel LGA 1151/1150/1155/1156/1366/2011/2011-3/2066,AMD AM2/AM3/AM4/FM1/FM2
发光方式	RGB
主体材质	金属
产品尺寸	397×125×30mm
其它特点	RGB冷头
控制方式	iCUE软件
风扇数量	3个
风扇尺寸	120×120×25mm
最高转数	2400RPM
最大风量	75CFM
风压	4.2mmaq
噪音	36dB
热管材质	铝
散热片材质	纯铜",,,2025-04-27 14:50:01
1745736686,华硕ROG STRIX LC 360 RGB飞龙,1499.0,,,https://2c.zol-img.com.cn/product/222_320x240/936/ceiFLpX7o5W6.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel，AMD
发光方式	RGB
智能温控	支持智能温控
电源参数	12V
产品尺寸	394×121×27mm
风扇数量	3个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2500RPM
转数描述	800-2500RPM
最大风量	80.95CFM
风压	5mmaq
噪音	37.6dB
散热片材质	铝",,,2025-04-27 14:51:26
1745736722,酷冷至尊飞鹰 Z50,20.0,,,https://2b.zol-img.com.cn/product/262_320x240/143/ceSDFfnHjk61M.png,"产品型号	飞鹰 Z50
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA1156/1155/1151/1150/775
产品尺寸	133.6*112*52.7mm
最高转数	2000RPM
最大风量	31CFM
风压	1.54mmaq
噪音	25dB
端子接口	3pin
额定电压	0.24A",,,2025-04-27 14:52:02
1745736776,利民U120EX REV.4 BLACK,439.0,,,https://2d.zol-img.com.cn/product/225_320x240/111/ceevN5ujymzsg.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA 115X/1200/2011/2066
产品尺寸	132×64×157mm
产品重量	660g
其它特点	全电镀回流焊扣FIN
风扇数量	2个
风扇尺寸	120×120×25.3mm
扇叶数量	9叶
轴承类型	双滚珠轴承（2 Ball Bearing）
最高转数	2150RPM
转数描述	2150±10％RPM
最大风量	69CFM
风压	2.87mmaq
噪音	≤28.1dB
端子接口	4PIN PWM",,,2025-04-27 14:52:56
1745736781,华硕ROG STRIX LC 360 RGB WE小白龙 白色纪念版,1699.0,,,https://2d.zol-img.com.cn/product/221_320x240/639/cejq4KjkQ71Is.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA 1150/1151/1152/1156/1366/2011/2011-3/2066
发光方式	RGB
智能温控	支持智能温控
电源参数	12V
产品尺寸	694×122×27mm
其它特点	AURA SYNC神光同步灯效
控制方式	软件控制
风扇数量	3个
风扇尺寸	120×120×25mm
转数描述	800-2500RPM
最大风量	80.95CFM
风压	5mmaq
噪音	37.6dB
水冷排类型	360mm冷排",,,2025-04-27 14:53:01
1745736785,华硕ROG STRIX LC 飞龙360,1499.0,,,https://2c.zol-img.com.cn/product/222_320x240/834/cerQIfwR6hAlo.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA 1150/1151/1152/1156/1366/2011/2011-3/2066
发光方式	RGB
电源参数	12V
产品尺寸	694×122×27mm
风扇数量	3个
风扇尺寸	120×120×25mm
转数描述	800-2500RPM
最大风量	81CFM
噪音	＜35dB
水冷排类型	360mm冷排
包装清单	散热器 x1
质保时间	5年
质保备注	5年质保",,,2025-04-27 14:53:05
1745736789,猫头鹰NH-D15S,589.0,,,https://2d.zol-img.com.cn/product/222_320x240/33/ceiOvh9yK9okI.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA 1151，Intel LG
主体材质	铝制
电源参数	12V,1.56W
产品尺寸	165x150x135mm
产品重量	1150g
最高转数	1500RPM
噪音	24.6dB
热管材质	铜
散热片材质	铝
包装清单	NF-A15 PWM风扇 x1
保修政策	全国联保，享受三包服务
质保时间	6年
质保备注	6年质保
客服电话	075536605306",,,2025-04-27 14:53:09
1745736793,ROG 龙神360,2299.0,,,https://2f.zol-img.com.cn/product/225_320x240/485/cevRirnGkxp0E.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	Intel：LGA 115x，1366，2011，2011-3，2066
其它特点	AURA Sync神光同步
风扇尺寸	120×120×25mm
最高转数	2000RPM
转数描述	450-2000±10%RPM
最大风量	121.8CFM
风压	3.94mmaq
噪音	29.7dB
散热片材质	纯铜
其它参数	控制模式：PWM
水冷排类型	360mm冷排
水冷头	尺寸：100×100×70mm
水冷排体积	394×121×27mm
包装清单	散热器本机 x1",,,2025-04-27 14:53:13
1745736797,超频三东海X7,149.0,,,https://2c.zol-img.com.cn/product/221_320x240/758/ceWH3dRvDwmA.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
发光方式	RGB
电源参数	DC 12V 0.4A
产品尺寸	126*78*156.5mm
产品重量	680g
风扇数量	1个
轴承类型	Fifle Bearing
最高转数	1800RPM
转数描述	800-1800RPM
最大风量	31.2-73.64CFM
噪音	18-32.8dB",,,2025-04-27 14:53:17
1745736819,Tt 枭龙360 Riing ARGB,549.0,,,https://2e.zol-img.com.cn/product/225_320x240/220/ceV5TVSL8wpYM.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel LGA 2066/2011-3/2011/1366/1156/1155/1151/1150
发光方式	RGB
智能温控	支持智能温控
电源参数	12V
其它特点	水冷头ARGB灯光
风扇数量	3个
风扇尺寸	120×120×25mm
最高转数	1800RPM
转数描述	900-1800RPM
最大风量	68.04CFM
风压	2mmaq
噪音	33.16dB
其它参数	接头：ARGB-3P接头，4Pin PWM接口
水冷排类型	360mm冷排",,,2025-04-27 14:53:39
1745736839,Tt 飓风,199.0,,,https://2f.zol-img.com.cn/product/225_320x240/417/cejl6TjLNXj62.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel LGA 775/115X/1366（Core i3/i5/i7）
发光方式	ARGB
电源参数	12V
输入功率	1.56W
使用寿命	30000小时
产品尺寸	120×120×90mm
产品重量	450g
控制方式	支持华硕、技嘉等主板灯控
风扇尺寸	120×120×25mm
转数描述	800-1800RPM
最大风量	50CFM
噪音	26dB
热管数量	4个
保修政策	全国联保，享受三包服务",,,2025-04-27 14:53:59
1745736843,超频三降温大师,49.0,,,https://2e.zol-img.com.cn/product/145_320x240/890/cerRICBSwdPI6.jpg,"散热器类型	笔记本散热器
散热方式	风冷
适用尺寸	适用于99%侧排式散热笔记本
主体材质	塑料
电源参数	5V
产品尺寸	169x81x43mm
其它特点	采用抽风式结构，人性化调速设计，炫酷七彩灯光变幻
风扇尺寸	75×75×25mm
最高转数	3300RPM
转数描述	1500至3300±10%RPM
最大风量	23.5CFM
噪音	5-30dB
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	1个月包换，3年质保",,,2025-04-27 14:54:03
1745736881,ProArtist EA3,299.0,,,https://2c.zol-img.com.cn/product/229_320x240/538/ceAexXPIbdlGA.jpg,"散热器类型	一体式水冷散热器
散热方式	水冷
适用范围	Intel：LGA 1700/1200 AMD：AM4
发光方式	RGB
产品尺寸	280×120×27mm
风扇数量	2个
风扇尺寸	120×120×25mm
最高转数	1850RPM
转数描述	10%±1850RPM
最大风量	79CFM
风压	1.8mmaq
噪音	33dB
水冷排类型	240mm冷排
冷头尺寸	67×67×47mm
冷头材质	铜
转速	2400RPM",,,2025-04-27 14:54:41
1745736940,超频三凌镜 GI-CX360 ARGB,699.0,,,https://2e.zol-img.com.cn/product/203_320x240/722/ce6z1cHf8YCI.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA2011-V3/LGA2011/LGA2066/LGA1366/LGA115X
发光方式	RGB
风扇数量	3个
风扇尺寸	120×120×25mm
轴承类型	风扇轴承：液压轴承
最高转数	2000RPM
转数描述	1000-2000RPM
最大风量	72CFM
噪音	29.1dB
水冷排类型	360mm冷排
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	1个月包换，3年质保",,,2025-04-27 14:55:40
1745736944,超频三东海X5,99.0,,,https://2d.zol-img.com.cn/product/179_320x240/291/ceVWmXnKvRVY.png,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	支持Intel 775/1151/1155/1156/1150/AM4/754/939/940/AM2/AM2+AM3/FM1/FM2
发光方式	单色光
电源参数	12V,0.08-0.15±0.02A
产品尺寸	126x85x148mm
产品重量	600g
轴承类型	Rifle Bearing
最高转数	1800RPM
转数描述	800-1800±10%RPM
最大风量	52.54±10%CFM
噪音	18-30.5dB
热管数量	5个
热管材质	铜
保修政策	全国联保，享受三包服务
质保时间	3年",,,2025-04-27 14:55:44
1745736949,海盗船H100i v2,799.0,,,https://2d.zol-img.com.cn/product/178_320x240/765/ce9m5cjXYLBQQ.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel LGA 1150/1151/1155/1156/1366/2011/2011-3 AMD接口 FM1/FM2/AM2/AM3
风扇尺寸	120×120×25mm
转数描述	2435±10%RPM
最大风量	70.69CFM
风压	4.65mmaq
噪音	37.7dB
散热片尺寸	276×125×30mm
散热片材质	铜
水冷排类型	240mm冷排
包装清单	Hydro系列 H100i v2水冷CPU冷却器 ×1
保修政策	全国联保，享受三包服务
质保时间	5年
客服电话	010-53312641",,,2025-04-27 14:55:49
1745736973,猫头鹰NH-D14,549.0,,,https://2d.zol-img.com.cn/product/37_320x240/315/ceCpAGv8XuZhs.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA 775/115x/1366
使用寿命	150,000小时
产品尺寸	160x140x158mm
扇叶数量	9个
轴承类型	SSO轴承
最高转数	1200RPM
噪音	19.6dB
热管数量	6个
质保时间	6年
详细内容	本产品为用户提供多达6年免费保修期 针对中国区域（不含港、澳、台）所有购买猫头鹰产品用户，需提供购买证明（包含收据以及发票－带有销售日期、商家讯息）、产品编码方可获得保修服务！进入官网>>",,,2025-04-27 14:56:13
1745737065,微星MAG CORELIQUID 360R V2 WHITE,699.0,,,https://2b.zol-img.com.cn/product/222_320x240/165/ceYVJTWbPcg.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
适用范围	Intel：LGA1150/1151/1155/1156/1200/LGA1700，LGA1366/2011/2011-3/2066
发光方式	RGB
主体材质	铝制
电源参数	12V,34A,56Hz
产品尺寸	394×120×127mm
风扇数量	3个
风扇尺寸	120×120×25mm
轴承类型	双滚珠轴承（2 Ball Bearing） 
最高转数	2000RPM
转数描述	500-2000RPM
最大风量	78.73CFM
风压	0.23-2.39mmaq
噪音	14.3-34.3dB
额定电压	12V DC",,,2025-04-27 14:57:45
1745737070,利民TR-TA120 EX标准版,209.0,,,https://2d.zol-img.com.cn/product/221_320x240/303/ceglWkzh8vTkY.jpg,"散热器类型	CPU散热器
散热方式	风冷
发光方式	无光
产品尺寸	124*45*154mm
产品重量	520g
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	S-FDB Bearing
最高转数	1850RPM
最大风量	82CFM
风压	2.1mmaq
噪音	≤29.6dB
端子接口	4-pin PWM
额定电压	DC 12V 0.25A
热管数量	6个",,,2025-04-27 14:57:50
1745737122,猫头鹰NF-A8 PWM,140.0,,,https://2a.zol-img.com.cn/product/199_320x240/98/ceqeEGxl8pNa6.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	铝制
电源参数	12V,0.06A
输入功率	0.96W
产品尺寸	80x80x25mm
轴承类型	SSO2
最高转数	2200RPM
风压	2.37mmaq
噪音	17.7dB
包装清单	风扇 x1
保修政策	全国联保，享受三包服务
质保时间	6年
质保备注	6年质保
客服电话	075536605306",,,2025-04-27 14:58:42
