标题,参考价,京东价,京东链接,产品图片,产品参数
华南金牌H81 M.2,208,188.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10077312115301.html,https://2a.zol-img.com.cn/product/268_400x300/632/ce9nYtkk3476.jpg,"主芯片组：Intel H81
音频芯片：暂无数据
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.0×16.8cm
电源插口：一个8针，一个24针电源接口
供电模式：3相"
铭速H55侠客版,215,164.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11228985396.html,https://2c.zol-img.com.cn/product/224_400x300/698/ceTcizJCFYnVE.jpg,"主芯片组：Intel H55
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：19.5×17.0cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据"
华南金牌H81Q,218,190.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10077312115302.html,https://2e.zol-img.com.cn/product/268_400x300/642/ceHfSzruyxv22.jpg,"主芯片组：Intel H81
音频芯片：暂无数据
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.0×16.8cm
电源插口：一个8针，一个24针电源接口
供电模式：3相"
铭速A88游戏版,235,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10077312115302.html,https://2c.zol-img.com.cn/product/224_400x300/626/cekVr0UmYrDiI.jpg,"主芯片组：AMD A88
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：21.8×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
劲鲨B75 B75-HM主板,235,478.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10121900967444.html,https://2b.zol-img.com.cn/product/269_400x300/581/ceVg41AFrTd2.jpg,"主芯片组：暂无数据
音频芯片：暂无数据
内存类型：4×DDR3 DIMM
最大内存容量：64GB
主板板型：Mini-ITX板型
外形尺寸：170*170mm
电源插口：24PIN+ATX 4PIN
供电模式：暂无数据"
精粤H61M-H,238,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10121900967444.html,https://2e.zol-img.com.cn/product/221_400x300/232/cecdlDggrbv22.jpg,"主芯片组：Intel H61
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：22.0×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：3+1相"
精粤H61M-G,238,168.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10030485047036.html,https://2c.zol-img.com.cn/product/224_400x300/688/ceQPFVtCZlZI.jpg,"主芯片组：Intel H61
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个8针，一个24针电源接口
供电模式：4相"
华南金牌HM65M-I,238,178.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10094262966113.html,https://2c.zol-img.com.cn/product/268_400x300/610/cem3tqp3JEi3g.jpg,"主芯片组：Intel H61
音频芯片：集成5.1声道音效芯片
内存类型：1×DDR3 DIMM
最大内存容量：8GB
主板板型：Mini-ITX板型
外形尺寸：17.0×17.0cm
供电模式：4相
电源插口：暂无数据"
精粤B75M-H-V2,248,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10094262966113.html,https://2f.zol-img.com.cn/product/224_400x300/275/ceHkrEH4vY6PM.jpg,"主芯片组：Intel B75
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：3+1相"
铭瑄 MS-挑战者 A88M-PVH,249,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10094262966113.html,https://2a.zol-img.com.cn/product/202_400x300/200/cegEClm3bGPYo.jpg,"主芯片组：AMD A88X
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：22×17cm
电源插口：一个4针，一个24针电源接口
供电模式：五相"
昂达A78HD4,249,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10094262966113.html,https://2e.zol-img.com.cn/product/199_400x300/850/ceDeA1HyVpU.jpg,"主芯片组：AMD 780G/760G+SB700/710
音频芯片：集成Realtek ALC662 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：23.5×17.5cm
电源插口：一个4针，一个24针电源接口
供电模式：3相供电（最大支持65WCPU）"
铭速H61侠客版,255,154.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11849467513.html,https://2d.zol-img.com.cn/product/224_400x300/413/cetkdr4JuKwtg.jpg,"主芯片组：Intel H61
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：19.0×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
微星H310M PRO-VH,255,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11849467513.html,https://2f.zol-img.com.cn/product/190_400x300/297/celxshtbIDSZY.jpg,"主芯片组：Intel H310
音频芯片：集成Realtek ALC887 8声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：22.6×18.5cm
电源插口：一个8针，一个24针电源接口
供电模式：4+2相"
技嘉B150M-WIND,256,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11849467513.html,https://2d.zol-img.com.cn/product/225_400x300/65/ceirUrJ2xYZ5o.jpg,"主芯片组：Intel B150
音频芯片：集成Realtek ALC887 8声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：24.4×17.4cm
电源插口：一个8针，一个24针电源接口
供电模式：5相"
昂达A68V+ V8,259,209.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011411353.html,https://2d.zol-img.com.cn/product/196_400x300/477/ceFkzLgopapk.jpg,"主芯片组：AMD A68H
音频芯片：集成Realtek ALC662 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.8×17.5cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
梅捷SY-狂龙 A88M-PVH,259,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011411353.html,https://2c.zol-img.com.cn/product/202_400x300/262/ceIo3fXKN0R2.jpg,"主芯片组：AMD A88X
音频芯片：6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：22×17cm
电源插口：一个4针，一个24针电源接口
供电模式：3+2相"
梅捷SY-战龙 A320M-VH,259,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011411353.html,https://2a.zol-img.com.cn/product/225_400x300/238/ceZYi7QB7pls.jpg,"主芯片组：AMD A320
音频芯片：集成Realtek ALC1220A 8声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.5cm
电源插口：24+8针电源接口
供电模式：6相"
劲鲨H81主板,260,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011411353.html,https://2d.zol-img.com.cn/product/224_400x300/905/ceYe9EXhiaylQ.jpg,"主芯片组：Intel H81
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
微星B250 PC MATE,260,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011411353.html,https://2a.zol-img.com.cn/product/182_400x300/454/ceTXTpSWGyw.jpg,"主芯片组：Intel B250
音频芯片：集成Realtek ALC887 8声道音效芯片
内存类型：4×DDR4 DIMM
最大内存容量：64GB
主板板型：ATX板型
外形尺寸：30.4×24.3cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据"
技嘉H81M-DS2(rev.3.0),264,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011411353.html,https://2f.zol-img.com.cn/product/164_400x300/519/ceEZOLwD7Bgk.jpg,"主芯片组：Intel H81
音频芯片：集成Realtek ALC887 8声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：22.6×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
铭速H81侠客版,265,187.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11849576288.html,https://2d.zol-img.com.cn/product/224_400x300/983/cehi16Ap47p4s.jpg,"主芯片组：Intel H81
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：19.0×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
铭速B75 D3黄金版,265,173.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2d.zol-img.com.cn/product/224_400x300/827/ceBWvLKYXVjzw.jpg,"主芯片组：Intel B75
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：19.0×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
欧比亚A68-M1VHA,268,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2d.zol-img.com.cn/product/221_400x300/909/ceT5YFyXh2d36.jpg,"主芯片组：AMD A68H
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：22.5×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
翔升A78M-D3,269,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2d.zol-img.com.cn/product/222_400x300/249/ceKOzlpADuHqM.jpg,"主芯片组：AMD A78
音频芯片：集成Realtek 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：17.0×21.5cm
电源插口：一个4针，一个20针电源接口
供电模式：暂无数据"
昂达A78SD3全固版,269,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2b.zol-img.com.cn/product/201_400x300/273/ceNHM30Waz9Y.jpg,"主芯片组：AMD RS780
音频芯片：集成Realtek ALC662 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：暂无数据
电源插口：一个4针，一个24针电源接口
供电模式：四相"
梅捷SY-战龙 A88M-VH,269,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2f.zol-img.com.cn/product/198_400x300/989/cePynd3hiC0X2.jpg,"主芯片组：AMD A88X
音频芯片：集成Realtek ALC662 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
七彩虹C.A68HM-E全固态版 V18,269,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2d.zol-img.com.cn/product/196_400x300/193/ce1depYF0WJH6.jpg,"主芯片组：AMD A68H
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：17×21.5cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据"
劲鲨A88主板,270,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/70309682305.html,https://2d.zol-img.com.cn/product/215_400x300/767/ceTdU8tRyfbLc.jpg,"主芯片组：AMD A88X
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：24.0×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
铭速X58绿版,275,49.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2b.zol-img.com.cn/product/215_400x300/167/cemKxLITK0jR6.jpg,"主芯片组：Intel X58
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：24.0×18.5cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
梅捷SY-A320D4+ 魔声版,279,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2d.zol-img.com.cn/product/191_400x300/565/ceepnGvS88l1Y.jpg,"主芯片组：AMD A320
音频芯片：集成6声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：暂无数据
电源插口：一个8针，一个24针电源接口
供电模式：六相"
昂达H110M全固版,279,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2f.zol-img.com.cn/product/206_400x300/11/ce6s0wxbOErIs.jpg,"主芯片组：Intel H110
音频芯片：集成8声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：17×19cm
电源插口：一个4针，一个24针电源接口
供电模式：六相"
梅捷SY-狂龙 A320M-VH,279,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2e.zol-img.com.cn/product/204_400x300/800/cecLXbyJ4nkE.jpg,"主芯片组：AMD A320
音频芯片：集成Realtek ALC1220A 8声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.5cm
电源插口：24+8针电源接口
供电模式：五相"
七彩虹C.A78M 全固态版 V17,280,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2d.zol-img.com.cn/product/151_400x300/279/ceAhLbrsIEEI.jpg,"主芯片组：AMD A78
音频芯片：集成Realtek ALC661 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：19.5×22.5cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据"
圣旗A320M-D3V,280,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2f.zol-img.com.cn/product/197_400x300/987/ce48cTNgDH68E.jpg,"主芯片组：AMD A320
音频芯片：集成Realtek ALC887 8声道音效芯片
内存类型：暂无数据
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：21.6×19.3cm
电源插口：一个4针，一个24针电源接口
供电模式：6+1"
昂达H81C,287,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10049889112058.html,https://2d.zol-img.com.cn/product/224_400x300/959/ce2LT7pV9XSg.jpg,"主芯片组：Intel H81
音频芯片：集成6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：暂无数据
主板板型：Micro ATX板型
外形尺寸：21.5×17cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
铭速B75黄金版,288,174.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11848070072.html,https://2d.zol-img.com.cn/product/224_400x300/839/cet3tt4G2mOZ6.jpg,"主芯片组：Intel B75
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：22.0×18.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
精粤B75M-VH PLUS,288,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/11848070072.html,https://2d.zol-img.com.cn/product/224_400x300/23/ceddxWnpre7g2.jpg,"主芯片组：Intel B75
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：24.0×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
精粤JY-X79M-V3,288,188.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10038651552370.html,https://2c.zol-img.com.cn/product/224_400x300/478/ceWERx6tOBCdM.jpg,"主芯片组：Intel X79
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个8针，一个24针电源接口
供电模式：7相"
精粤H81M-H,288,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10038651552370.html,https://2e.zol-img.com.cn/product/224_400x300/876/ceJOcHMNBKGtI.jpg,"主芯片组：Intel H81
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个8针，一个24针电源接口
供电模式：3相"
精粤X79M-L,288,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10038651552370.html,https://2f.zol-img.com.cn/product/224_400x300/815/ceT6gIos3vQ.jpg,"主芯片组：Intel X79
音频芯片：集成5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个8针，一个24针电源接口
供电模式：5相"
精粤B85M-H,288,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10038651552370.html,https://2d.zol-img.com.cn/product/221_400x300/967/ceFETBwxOE9Xc.jpg,"主芯片组：Intel B85
音频芯片：集成音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.5×17.0cm
电源插口：一个8针，一个24针电源接口
供电模式：3相"
华硕PRIME B250-PRO,288,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10038651552370.html,https://2d.zol-img.com.cn/product/225_400x300/719/cehmWTJD6Q30.jpg,"主芯片组：Intel B250
音频芯片：集成Realtek ALC887 8声道音效芯片
内存类型：4×DDR4 DIMM
最大内存容量：64GB
主板板型：ATX板型
外形尺寸：30.5×21.8cm
电源插口：一个8针，一个24针电源接口
供电模式：暂无数据"
铭速H110荣耀版,289,289.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13669418049.html,https://2d.zol-img.com.cn/product/224_400x300/977/ceYe0q6UwTVaE.jpg,"主芯片组：Intel H110
音频芯片：集成音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：19.8×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
翔升H61M V6,289,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13669418049.html,https://2f.zol-img.com.cn/product/142_400x300/599/ce3EWTQGVNyEs.jpg,"主芯片组：Intel H61
音频芯片：集成6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：21.3×17.0cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
翔升H110L D4,289,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13669418049.html,https://2b.zol-img.com.cn/product/209_400x300/417/cebtnW84PGk9s.jpg,"主芯片组：Intel H110
音频芯片：集成Realtek音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：暂无数据
主板板型：E-ATX板型
外形尺寸：17.0×20.0cm
电源插口：一个4针，一个20针电源接口
供电模式：暂无数据"
昂达A320V全固版,289,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13669418049.html,https://2b.zol-img.com.cn/product/206_400x300/707/cep4uGgJaWWys.jpg,"主芯片组：AMD A320
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：19×22cm
电源插口：一个4针，一个24针电源接口
供电模式：六相"
昂达H110CD3,289,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13669418049.html,https://2d.zol-img.com.cn/product/194_400x300/453/ceecxesxNprs.jpg,"主芯片组：Intel H110
音频芯片：集成Realtek ALC662 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：Micro ATX板型
外形尺寸：19.6×16.8cm
电源插口：一个4针，一个24针电源接口
供电模式：3+1相"
华擎FM2A68M-DG3+,289,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13669418049.html,https://2c.zol-img.com.cn/product/199_400x300/340/ceJ5lXiPz6z2.jpg,"主芯片组：AMD A68H
音频芯片：集成Realtek ALC662 5.1声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：32GB
主板板型：Micro ATX板型
外形尺寸：21.8×18.8cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
劲鲨ITX H110,289,690.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10085233883555.html,https://2b.zol-img.com.cn/product/268_400x300/723/ce9fZ2kycLxuc.jpg,"音频芯片：Realtek ALC897 HD 5.1声道
主芯片组：暂无数据
内存类型：2×DDR4 DIMM
最大内存容量：32GB
主板板型：Mini-ITX板型
外形尺寸：17*17cm
电源插口：1*8+ 1* 24 Pin Power supply
供电模式：暂无数据"
翔升H110 D3,289,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10085233883555.html,https://2b.zol-img.com.cn/product/200_400x300/671/cesoRFDkgZ1L6.jpg,"主芯片组：Intel H110
音频芯片：集成Realtek ALC662 6声道音效芯片
内存类型：2×DDR3 DIMM
最大内存容量：16GB
主板板型：E-ATX板型
外形尺寸：19.6×16.8cm
电源插口：一个4针，一个24针电源接口
供电模式：暂无数据"
